id,domain,set,en_hash,en,zh,status,waived_reason,source_file
cards_name:Del:Delirium Pixies,cards_name,Del,6053c60dfd53,Delirium Pixies,谵妄小仙,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Demon Pups,cards_name,Del,afd511d8e96c,Demon Pups,恶魔幼崽,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Dhartha, Mechamonk",cards_name,Del,68b9126908ef,"Dhartha, Mechamonk",达萨·机械僧,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dimension Monk,cards_name,Del,dfe4f1839a39,Dimension Monk,维度僧侣,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Divine Askara,cards_name,Del,d2d89a9a7857,Divine Askara,神圣阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dreadmare,cards_name,Del,e0680146605d,Dreadmare,惧马,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dream Dealer,cards_name,Del,21013a3fc06c,Dream Dealer,梦交易者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dream Eater,cards_name,Del,6fca328e77db,Dream Eater,梦吞噬者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dream Guide,cards_name,Del,bd52f45bfc2c,Dream Guide,梦向导,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dream Stone,cards_name,Del,06a727eaced8,Dream Stone,梦石,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dreamscape Diviner,cards_name,Del,893c71ac9737,Dreamscape Diviner,梦境占卜者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Dreamscape Dryad,cards_name,Del,f6a149690079,Dreamscape Dryad,梦境树灵,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Emma Ironheart,cards_name,Del,2e82d81b2ac1,Emma Ironheart,艾玛铁之心,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Emri, Lightbringer",cards_name,Del,3d8be15d608f,"Emri, Lightbringer",携光者艾姆瑞,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Evvy, Ogo's Gift",cards_name,Del,d9f36fdde195,"Evvy, Ogo's Gift",艾薇·奥戈的馈赠,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Glover, Dream Titan",cards_name,Del,3a69a15cd65f,"Glover, Dream Titan",格洛弗·梦泰坦,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Inferna Templar,cards_name,Del,79a5b88f635f,Inferna Templar,炼狱圣殿武士,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Karion,cards_name,Del,6970ae7a794c,Karion,卡里昂,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Kor, Worldbreaker",cards_name,Del,847e679a6ffc,"Kor, Worldbreaker",科尔·碎界者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Loa, Dream Dragon",cards_name,Del,dfd81997aabf,"Loa, Dream Dragon",洛阿·梦龙,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Mammoth Beetle,cards_name,Del,1c42084aee27,Mammoth Beetle,巨甲虫,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Naka, Shadeborn",cards_name,Del,37e3985cadf1,"Naka, Shadeborn",纳卡·影生,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Nihil Chemist,cards_name,Del,b992b54d68d6,Nihil Chemist,虚无药剂师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Nilhammer,cards_name,Del,181cdd16e02c,Nilhammer,虚无锤,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Oak of Souls,cards_name,Del,7eecff274607,Oak of Souls,橡灵魂,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Ogo War Tree,cards_name,Del,2e3948e0edb5,Ogo War Tree,奥戈战争树,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Pollen Pixie,cards_name,Del,a6220513f995,Pollen Pixie,花粉小仙,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Salvage Yard,cards_name,Del,e2b3de9eb2d4,Salvage Yard,打捞场,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Scrapbot Scrapper,cards_name,Del,c7448b10d411,Scrapbot Scrapper,废料机拆解者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Shield Bearer,cards_name,Del,c4d23b43320c,Shield Bearer,盾持有者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Steelweaver,cards_name,Del,098076a8c02e,Steelweaver,织钢者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Templar General,cards_name,Del,0f5fc38b8ea6,Templar General,圣殿武士将军,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:The Dragon's Eye,cards_name,Del,c63c4394fef9,The Dragon's Eye,龙之眼,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Torment Legionary,cards_name,Del,f1e1c64d7d48,Torment Legionary,折磨军团兵,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Tuskrider,cards_name,Del,29d6ecc1e35d,Tuskrider,牙骑手,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Vineweaver,cards_name,Del,71934dd50471,Vineweaver,织藤者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Voidrager,cards_name,Del,d4324bfb7355,Voidrager,虚空狂怒者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Del:Voidspeaker,cards_name,Del,7de72dec248c,Voidspeaker,虚空语者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Del:Zis, Dreamreaper",cards_name,Del,64069d131a70,"Zis, Dreamreaper",齐斯·刈梦者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Aether Warrior,cards_name,Dlvr,b3fb85534121,Aether Warrior,以太战士,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Azurite Channeler,cards_name,Dlvr,378ae9d5d51c,Azurite Channeler,蓝铜引导者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Blackwatch Dreamer,cards_name,Dlvr,5e5539984165,Blackwatch Dreamer,黑卫梦者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Caaro, Desert Breaker",cards_name,Dlvr,95cfcff7bb72,"Caaro, Desert Breaker",卡罗·沙漠破碎者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Controlsmith,cards_name,Dlvr,f3351a56518e,Controlsmith,控术匠,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Corite Mechanadon,cards_name,Dlvr,3807442c3675,Corite Mechanadon,刚玉机械兽,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Demon Hunter,cards_name,Dlvr,778fbf797a54,Demon Hunter,恶魔猎手,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Demon Master,cards_name,Dlvr,e3b34fb43d90,Demon Master,恶魔大师,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Dhartha, Dream Master",cards_name,Dlvr,0658342d24c2,"Dhartha, Dream Master",达萨·梦大师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dreadmage,cards_name,Dlvr,004ee90ffd5b,Dreadmage,恐惧法师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dream Anchor,cards_name,Dlvr,4a4d0c2e72df,Dream Anchor,梦锚,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dream Chamber Disciples,cards_name,Dlvr,57cc563c4c64,Dream Chamber Disciples,梦室门徒们,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dream Titan,cards_name,Dlvr,64c9533e6e15,Dream Titan,梦泰坦,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dream Tyrant,cards_name,Dlvr,27b2ac99abb7,Dream Tyrant,梦境暴君,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dreamscarred Hunter,cards_name,Dlvr,67c40d99e79e,Dreamscarred Hunter,梦痕猎手,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dreamseeker Start,cards_name,Dlvr,86ea105e7fa7,Dreamseeker Start,寻梦者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Dreamwalker,cards_name,Dlvr,dadefb744c55,Dreamwalker,梦行者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Emma's Mechannon,cards_name,Dlvr,b654c363b699,Emma's Mechannon,艾玛的机加农,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Emma's Teletransmitter,cards_name,Dlvr,87673c44ed98,Emma's Teletransmitter,艾玛的远传器,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Emma's Voidcycler,cards_name,Dlvr,ddfa67253065,Emma's Voidcycler,艾玛的虚空循环器,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Emma's Workshop,cards_name,Dlvr,858171fdbb30,Emma's Workshop,艾玛的工坊,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Emri, Soulstealer",cards_name,Dlvr,a003c5586d89,"Emri, Soulstealer",窃魂者艾姆瑞,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Entrophantasm,cards_name,Dlvr,20ca29f26d12,Entrophantasm,熵幻象,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Faerie Commander,cards_name,Dlvr,c0f90547a4d1,Faerie Commander,仙灵指挥官,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Gearseer,cards_name,Dlvr,4ff400e9d7d8,Gearseer,齿轮预言者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Green Spritelings,cards_name,Dlvr,f206145eaf72,Green Spritelings,绿小精灵,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Invokist,cards_name,Dlvr,c2c3853372a1,Invokist,祈唤师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Ironheart Blueprint,cards_name,Dlvr,233f17dc1062,Ironheart Blueprint,铁之心蓝图,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Lychan Beast,cards_name,Dlvr,a42fe75053a4,Lychan Beast,狼化野兽,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Lychan Ranger,cards_name,Dlvr,33e79fbb6b00,Lychan Ranger,狼化游侠,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Mechannon Blueprint,cards_name,Dlvr,a3f3332f01d8,Mechannon Blueprint,机加农蓝图,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Naka, Emri's Chosen",cards_name,Dlvr,7680b55f9522,"Naka, Emri's Chosen",纳卡·艾姆瑞的天选者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Nightmarauders,cards_name,Dlvr,ae5b1365caca,Nightmarauders,梦魇掠夺者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Nihil Bomber,cards_name,Dlvr,14c910e8f680,Nihil Bomber,虚无投弹者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Nilia, The Shattered",cards_name,Dlvr,0230a72ef76a,"Nilia, The Shattered",尼莉亚·破碎,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Obfusca Spirit,cards_name,Dlvr,e9ee72c06228,Obfusca Spirit,朦胧精魂,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Pasythea's Cutlass,cards_name,Dlvr,007fe6f1790d,Pasythea's Cutlass,帕西提亚的弯刀,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Pasythea's Katana,cards_name,Dlvr,2c61592bd871,Pasythea's Katana,帕西提亚的刀,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Pasythea's Mace,cards_name,Dlvr,5c52764aca59,Pasythea's Mace,帕西提亚的锤矛,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Pasythea's Scimitar,cards_name,Dlvr,0eb1f48cc715,Pasythea's Scimitar,帕西提亚的弯刀,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Pasythea, The Redeemed",cards_name,Dlvr,fa9a87b0d2f4,"Pasythea, The Redeemed",帕西提亚·救赎者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Psyche Askara,cards_name,Dlvr,e0df4221bb57,Psyche Askara,心灵阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Psyonic Apprentice,cards_name,Dlvr,43c1962c82e7,Psyonic Apprentice,心灵学徒,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Psyonic Paladin,cards_name,Dlvr,d0e183ce1f5a,Psyonic Paladin,心灵圣骑士,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Rakar, Corrupt Askara",cards_name,Dlvr,cc4e483d7d7e,"Rakar, Corrupt Askara",拉卡尔·腐化阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:River Reaper,cards_name,Dlvr,d18c4dc97ae1,River Reaper,河收割者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:Dlvr:Rut, Oaken Master",cards_name,Dlvr,fec90e0da338,"Rut, Oaken Master",橡木大师鲁特,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Stone Artificers,cards_name,Dlvr,567b0b7938ba,Stone Artificers,石神器师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Teletransmitter Blueprint,cards_name,Dlvr,ff382afa619f,Teletransmitter Blueprint,远传器蓝图,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Terminites,cards_name,Dlvr,b1def68294c8,Terminites,终末蚁,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:The Ironheart,cards_name,Dlvr,84fa8e400769,The Ironheart,铁之心,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Tree of Bounty,cards_name,Dlvr,bb910cd2f0e0,Tree of Bounty,树丰饶,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Void Amathyst Defender,cards_name,Dlvr,17d6000423e1,Void Amathyst Defender,虚空紫晶防御者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Voidcycler Blueprint,cards_name,Dlvr,c57cb81471e1,Voidcycler Blueprint,虚空循环器蓝图,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Warpdruid,cards_name,Dlvr,38e5b2255dcc,Warpdruid,扭曲德鲁伊,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Warprogue,cards_name,Dlvr,0415ddd64d48,Warprogue,扭曲游荡者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Wereboar,cards_name,Dlvr,54976fd709c3,Wereboar,野猪人,draft,,loc/zh-Hans/lua_cards.csv
cards_name:Dlvr:Zinta's Bracers,cards_name,Dlvr,2709e774cd3d,Zinta's Bracers,辛塔的护腕,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Adam, Builder Adept",cards_name,DoC,ba52e8fce9ff,"Adam, Builder Adept",亚当·建造者能手,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Aranyx, the Glutton",cards_name,DoC,f53fe7a735ad,"Aranyx, the Glutton",阿兰尼克斯·贪食者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Austere Sage,cards_name,DoC,a25776f5633e,Austere Sage,严苛贤者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Betrayed Templar,cards_name,DoC,2cf7221ce476,Betrayed Templar,被弃圣殿武士,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Canopy Sanctuary,cards_name,DoC,bca02a29b669,Canopy Sanctuary,树冠圣所,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Clockwork Sentry,cards_name,DoC,8cc932a480be,Clockwork Sentry,发条哨兵,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Conversion Port,cards_name,DoC,388ee1539f38,Conversion Port,转化端口,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Corrupted Sage,cards_name,DoC,9ff96494faf9,Corrupted Sage,腐化贤者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Cult of the False Circle,cards_name,DoC,8782279efcca,Cult of the False Circle,邪教虚假环,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Daybreak Askara,cards_name,DoC,1effcb40d682,Daybreak Askara,破晓阿斯卡拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Deathfinder,cards_name,DoC,b23657ad3d8a,Deathfinder,寻死者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Dhartha,cards_name,DoC,3053ef4879d9,Dhartha,达萨,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Dhartha, Master of Sight",cards_name,DoC,680897818e67,"Dhartha, Master of Sight",达萨·大师视界,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Emissary of Dawn,cards_name,DoC,1abe4eabeb9f,Emissary of Dawn,使者黎明,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Emri's Sting,cards_name,DoC,888784f32918,Emri's Sting,艾姆瑞的毒刺,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Exhaust Lurker,cards_name,DoC,0af4345a653e,Exhaust Lurker,废气潜伏者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Flytrap Staff,cards_name,DoC,dfddba31d806,Flytrap Staff,捕蝇草法杖,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Genesis Capsule,cards_name,DoC,3bb75f02127c,Genesis Capsule,创世舱,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Gnome Repairbot,cards_name,DoC,658911698f4e,Gnome Repairbot,侏儒修理机,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Guide of Lost Souls,cards_name,DoC,d32e38158daa,Guide of Lost Souls,迷途灵魂向导,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Kor,cards_name,DoC,32b158dc65ae,Kor,科尔,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Kor, the Ironmind",cards_name,DoC,23617690f830,"Kor, the Ironmind",科尔·铁心,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Library Familiar,cards_name,DoC,d691c8bc553e,Library Familiar,图书馆使魔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Maniacal Crusher,cards_name,DoC,39782343b3b5,Maniacal Crusher,狂乱粉碎者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Mantra of Renewal,cards_name,DoC,8e4b1ccf842b,Mantra of Renewal,真言更新,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Moonveil Clique,cards_name,DoC,57ef184b4044,Moonveil Clique,月纱小圈子,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Morbid Hammer,cards_name,DoC,7d81f5240b64,Morbid Hammer,病态锤,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Muse of Rebirth,cards_name,DoC,ea7c4bc731a5,Muse of Rebirth,缪斯重生,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Nairi,cards_name,DoC,05a76233afc1,Nairi,奈莉,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Nairi, Wild Queen",cards_name,DoC,d9c0eab78d5c,"Nairi, Wild Queen",奈莉·荒野女王,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Ogo Courier,cards_name,DoC,f4469508138f,Ogo Courier,奥戈信使,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Overhaul Cleric,cards_name,DoC,361486834b38,Overhaul Cleric,大修神职者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Pack Leader,cards_name,DoC,11e389fd9e45,Pack Leader,兽群首领,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Plasma Cannon,cards_name,DoC,3048a3ae0a13,Plasma Cannon,等离子加农,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Premonition Bell,cards_name,DoC,b51b990ae739,Premonition Bell,预感钟,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Prospector Scout,cards_name,DoC,d625896e3d55,Prospector Scout,探矿者斥候,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Rejected Prototype,cards_name,DoC,98fa19a424af,Rejected Prototype,废弃原型,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Riftdrake Rider,cards_name,DoC,e8fe417f1334,Riftdrake Rider,裂隙龙兽骑手,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Riftgate Conjuror,cards_name,DoC,252c6b58b8f2,Riftgate Conjuror,裂隙门咒术师,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Riftwatch Turret,cards_name,DoC,fcd253176603,Riftwatch Turret,裂隙守望炮塔,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Rootscryer,cards_name,DoC,462980d0727f,Rootscryer,根卜者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Sadranis,cards_name,DoC,1838675e8315,Sadranis,萨德拉尼斯,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Sadranis, Dark Savant",cards_name,DoC,f3c48d83df95,"Sadranis, Dark Savant",萨德拉尼斯·黑暗学者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Seer of Days Past,cards_name,DoC,20f6c0a503c0,Seer of Days Past,预言者往日过去,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Serene Ascetic,cards_name,DoC,65a0fc6f321b,Serene Ascetic,宁静苦行僧,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Shade's Bargain,cards_name,DoC,cd51d985df9e,Shade's Bargain,暗影交易,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Shepherd of the Lost,cards_name,DoC,0956c8bc69a1,Shepherd of the Lost,牧者迷失,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Spark Bug,cards_name,DoC,5f26b2c81feb,Spark Bug,火花虫,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Starlight Sanctum,cards_name,DoC,b1b44c3b8b9f,Starlight Sanctum,星光圣所,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Surge Protector,cards_name,DoC,3ff9871e5832,Surge Protector,浪涌保护者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Surya, Light's Sword",cards_name,DoC,759387a6557a,"Surya, Light's Sword",苏尔亚·光明的剑,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Thorned Charger,cards_name,DoC,fa62512101a3,Thorned Charger,棘刺冲锋者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Undaunted Scout,cards_name,DoC,fe56a3552b08,Undaunted Scout,无畏斥候,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Wild Riftdrake,cards_name,DoC,825220dc1686,Wild Riftdrake,荒野裂隙龙兽,draft,,loc/zh-Hans/lua_cards.csv
cards_name:DoC:Wildgear Sower,cards_name,DoC,d3cc5d75f16c,Wildgear Sower,野性齿轮播种者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:DoC:Xeron, Lord of Deofol",cards_name,DoC,2dcdc80543c0,"Xeron, Lord of Deofol",泽伦·迪奥福尔之主,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Bam Tribe Gremlins,cards_name,GotE,fbc9cdd6ca6b,Bam Tribe Gremlins,巴姆部落小妖们,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Blast Goggles,cards_name,GotE,2614d195a3c7,Blast Goggles,爆破护目镜,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Bramble Elemental,cards_name,GotE,4f28d70f4ab9,Bramble Elemental,荆棘元素,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Brother Laias,cards_name,GotE,3c268c6f5b32,Brother Laias,修士莱亚斯,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Cell Block E,cards_name,GotE,501c938864fc,Cell Block E,牢房E区,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Cetra's Trial,cards_name,GotE,86578fb9c02b,Cetra's Trial,塞特拉的试炼,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:GotE:Cetra, Celestial Body",cards_name,GotE,b717c0535e49,"Cetra, Celestial Body",天体塞特拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Conduit Monk,cards_name,GotE,87fb83f6d7dd,Conduit Monk,导管僧侣,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Deluge Elemental,cards_name,GotE,994c16afae31,Deluge Elemental,洪水元素,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Deranged Aspirant,cards_name,GotE,b4036920cbdf,Deranged Aspirant,发狂追求者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Dhartha's Trial,cards_name,GotE,833a662d752b,Dhartha's Trial,达萨的试炼,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:GotE:Dhartha, Eternal Seer",cards_name,GotE,ec95705d1651,"Dhartha, Eternal Seer",达萨·永恒预言者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Earthmender Pura,cards_name,GotE,3aa77c0660f7,Earthmender Pura,愈地者普拉,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Eek Tribe Gremlin,cards_name,GotE,6499d8b5c934,Eek Tribe Gremlin,伊克部落小妖,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Elemental Projector,cards_name,GotE,e823242ff764,Elemental Projector,元素投射器,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Emri's Trial,cards_name,GotE,d451352102b5,Emri's Trial,艾姆瑞的试炼,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:GotE:Emri, Born of Battle",cards_name,GotE,8f37eddafefd,"Emri, Born of Battle",战生艾姆瑞,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Flourishing Druidess,cards_name,GotE,f141af5b6794,Flourishing Druidess,繁盛女德鲁伊,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Forgemother Reysa,cards_name,GotE,ee37a0d2730b,Forgemother Reysa,锻母雷萨,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Grand-Arbiter Todd,cards_name,GotE,34fea708e9cb,Grand-Arbiter Todd,大仲裁者托德,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Hearthglow Clique,cards_name,GotE,12d48c58d3fb,Hearthglow Clique,炉辉小圈子,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Innovative Aspirant,cards_name,GotE,b645615cad04,Innovative Aspirant,创新追求者,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Iron Elemental,cards_name,GotE,a4727c9c01d1,Iron Elemental,铁元素,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Keen-eyed Aspirant,cards_name,GotE,8cde5adfb732,Keen-eyed Aspirant,锐眼追求者,draft,,loc/zh-Hans/lua_cards.csv
"cards_name:GotE:Kiri, Meadow Witch",cards_name,GotE,e68294ba68e1,"Kiri, Meadow Witch",基莉·草地女巫,draft,,loc/zh-Hans/lua_cards.csv
cards_name:GotE:Madness' Embrace,cards_name,GotE,cd38c01d7479,Madness' Embrace,疯狂之拥,draft,,loc/zh-Hans/lua_cards.csv
